country,location_name,year,month,temperature_celsius,wind_mps,pressure_pa,precip_mm,humidity,cloud,uv_index,air_quality_PM2.5,air_quality_PM10
Luxembourg,Luxembourg,2026,2,1.9333333333333336,2.6342592592592595,99583.33333333333,0.08333333333333333,100.0,68.33333333333333,0.0,16.766666666666666,18.533333333333335
Macedonia,Skopje,2024,5,23.235294117647058,3.0163398692810457,101347.05882352941,0.1476470588235294,61.529411764705884,54.411764705882355,5.0,5.394117647058824,10.5
Macedonia,Skopje,2024,6,33.36896551724138,2.560344827586207,101200.0,0.0020689655172413794,38.6551724137931,17.448275862068964,7.551724137931035,7.703448275862069,19.948275862068964
Macedonia,Skopje,2024,7,34.99285714285715,3.1378968253968256,101121.42857142857,0.05964285714285714,28.464285714285715,20.642857142857142,8.285714285714286,6.789285714285714,8.675
Macedonia,Skopje,2024,8,35.97096774193548,2.8557347670250897,101100.0,0.006129032258064516,22.29032258064516,18.870967741935484,8.516129032258064,7.325806451612903,7.974193548387096
Macedonia,Skopje,2024,9,26.38,2.2574074074074075,101396.66666666667,0.126,43.03333333333333,37.06666666666667,6.233333333333333,17.465333333333334,22.031499999999998
Macedonia,Skopje,2024,10,18.76451612903226,1.5385304659498207,102170.96774193548,0.016774193548387096,55.32258064516129,22.677419354838708,3.203225806451613,28.5258064516129,35.54387096774193
Macedonia,Skopje,2024,11,8.57,1.3166666666666667,102403.33333333333,0.058666666666666666,64.66666666666667,44.766666666666666,1.2,42.11833333333333,47.175
Macedonia,Skopje,2024,12,6.741935483870968,1.5053763440860217,102190.32258064517,0.12064516129032257,74.41935483870968,56.064516129032256,0.9290322580645162,41.98903225806452,46.42903225806452
Macedonia,Skopje,2025,1,5.145161290322581,1.2724014336917562,102451.6129032258,0.05709677419354838,77.96774193548387,75.16129032258064,1.432258064516129,59.46258064516129,66.17032258064516
Macedonia,Skopje,2025,2,7.270370370370371,1.6820987654320987,102744.44444444444,0.0011111111111111111,60.51851851851852,53.7037037037037,1.9703703703703705,39.226851851851855,43.87925925925926
Macedonia,Skopje,2025,3,14.906451612903227,1.8118279569892473,101790.32258064517,0.07903225806451614,56.516129032258064,38.70967741935484,2.903225806451613,34.057903225806456,42.168064516129036
Macedonia,Skopje,2025,4,16.8,1.974074074074074,101693.33333333333,0.05566666666666667,54.36666666666667,40.833333333333336,3.8066666666666666,24.265833333333333,28.94633333333333
Macedonia,Skopje,2025,5,19.92666666666667,2.0953703703703703,101523.33333333333,0.09866666666666667,54.86666666666667,39.166666666666664,4.85,18.062166666666666,22.255499999999998
Macedonia,Skopje,2025,6,29.206666666666667,1.8583333333333334,101890.0,0.0036666666666666666,38.86666666666667,7.5,7.05,20.8125,25.00583333333333
Macedonia,Skopje,2025,7,30.322580645161292,2.557347670250896,101280.64516129032,0.000967741935483871,36.74193548387097,14.516129032258064,6.341935483870968,18.81032258064516,24.69451612903226
Macedonia,Skopje,2025,8,24.977419354838712,2.305555555555556,101625.80645161291,0.01096774193548387,50.25806451612903,14.516129032258064,4.648387096774194,20.648387096774194,25.350967741935484
Macedonia,Skopje,2025,9,20.86,1.8638888888888892,101940.0,0.009000000000000001,59.86666666666667,26.666666666666668,2.7633333333333336,20.519000000000002,25.3995
Macedonia,Skopje,2025,10,11.109677419354838,1.5743727598566308,101816.12903225806,0.15258064516129033,79.06451612903226,71.7741935483871,0.8064516129032258,15.314516129032258,17.988709677419354
Macedonia,Skopje,2025,11,8.013333333333334,1.1842592592592593,101776.66666666667,0.13933333333333336,89.53333333333333,65.0,0.3066666666666667,20.65,23.946666666666665
Macedonia,Skopje,2025,12,1.0516129032258066,1.0931899641577063,102193.54838709677,0.07032258064516128,88.80645161290323,49.516129032258064,0.16451612903225807,33.11774193548387,36.185483870967744
Macedonia,Skopje,2026,1,0.6133333333333333,1.2101851851851853,101340.0,0.045000000000000005,86.96666666666667,68.33333333333333,0.15666666666666668,25.15,27.41
Macedonia,Skopje,2026,2,3.516666666666667,1.1157407407407407,100816.66666666667,0.18666666666666668,87.83333333333333,83.33333333333333,0.21666666666666667,23.55,26.133333333333336
Madagascar,Antananarivo,2024,5,18.647058823529413,5.120915032679739,102264.70588235294,0.017058823529411765,65.11764705882354,51.470588235294116,5.0588235294117645,4.676470588235294,10.323529411764707
Madagascar,Antananarivo,2024,6,19.583333333333332,5.030555555555556,102183.33333333333,0.0036666666666666666,58.733333333333334,42.266666666666666,5.9,4.966666666666667,10.886666666666667
Madagascar,Antananarivo,2024,7,23.317241379310346,2.9339080459770117,101958.62068965517,0.0,35.241379310344826,19.103448275862068,6.931034482758621,6.437931034482758,12.289655172413791
Madagascar,Antananarivo,2024,8,22.738709677419354,5.037634408602151,102032.25806451614,0.000967741935483871,38.38709677419355,35.903225806451616,6.935483870967742,3.5774193548387094,7.016129032258065
Madagascar,Antananarivo,2024,9,26.9,4.681481481481482,102140.0,0.03900000000000001,35.733333333333334,30.0,7.6,7.8815,12.190333333333333
Madagascar,Antananarivo,2024,10,26.796774193548387,4.038530465949821,102000.0,0.0025806451612903226,37.0,40.58064516129032,11.206451612903225,9.178387096774195,13.64225806451613
Madagascar,Antananarivo,2024,11,28.83,2.466666666666667,101783.33333333333,0.08499999999999999,37.13333333333333,35.7,12.096666666666668,11.852333333333332,15.022
Madagascar,Antananarivo,2024,12,29.15806451612903,2.966845878136201,101561.29032258065,0.059032258064516126,37.0,33.03225806451613,12.125806451612902,9.297741935483872,10.646451612903226
Madagascar,Antananarivo,2025,1,27.96451612903226,3.1281362007168463,101645.16129032258,0.29838709677419356,49.096774193548384,61.54838709677419,11.01290322580645,6.421290322580645,7.119516129032259
Madagascar,Antananarivo,2025,2,26.942857142857143,3.0138888888888893,101582.14285714286,0.6675000000000001,59.142857142857146,54.25,11.035714285714286,6.5675,6.825178571428571
Madagascar,Antananarivo,2025,3,25.89032258064516,3.71236559139785,101835.48387096774,0.11225806451612903,60.193548387096776,63.645161290322584,12.764516129032257,5.729032258064516,6.39741935483871
Madagascar,Antananarivo,2025,4,26.14,2.9583333333333335,102036.66666666667,0.08133333333333333,55.6,52.03333333333333,10.726666666666667,6.7155000000000005,7.4
Madagascar,Antananarivo,2025,5,22.241935483870968,4.062724014336918,102312.90322580645,0.013548387096774193,62.58064516129032,56.45161290322581,7.122580645161291,5.675322580645162,6.4511290322580646
Madagascar,Antananarivo,2025,6,20.42,3.742592592592593,102490.0,0.0016666666666666668,58.166666666666664,45.833333333333336,6.576666666666667,10.631333333333334,11.661166666666666
Madagascar,Antananarivo,2025,7,18.838709677419356,4.303763440860216,102574.19354838709,0.003870967741935484,57.483870967741936,59.67741935483871,6.103225806451612,8.038548387096775,9.029193548387095
Madagascar,Antananarivo,2025,8,19.55483870967742,3.5125448028673834,102467.74193548386,0.02387096774193549,52.41935483870968,42.74193548387097,8.17741935483871,10.025806451612903,10.938870967741936
Madagascar,Antananarivo,2025,9,22.60666666666667,3.601851851851852,102403.33333333333,0.0006666666666666666,45.86666666666667,33.333333333333336,10.006666666666666,12.174666666666667,13.461166666666665
Madagascar,Antananarivo,2025,10,23.951612903225808,3.0474910394265233,102196.7741935484,0.0064516129032258064,48.354838709677416,42.74193548387097,10.37741935483871,7.90483870967742,8.620967741935484
Madagascar,Antananarivo,2025,11,25.37,2.3694444444444445,102076.66666666667,0.01633333333333333,56.03333333333333,53.266666666666666,10.196666666666665,8.096666666666668,8.376666666666667
Madagascar,Antananarivo,2025,12,23.429032258064513,2.846774193548387,101980.64516129032,0.10967741935483871,68.25806451612904,65.3225806451613,8.13225806451613,5.291935483870968,5.440322580645161
Madagascar,Antananarivo,2026,1,24.043333333333333,2.55,101853.33333333333,0.19733333333333333,69.0,62.5,9.33,4.61,4.77
Madagascar,Antananarivo,2026,2,24.099999999999998,2.8379629629629632,101783.33333333333,0.02666666666666667,66.5,54.166666666666664,10.0,5.566666666666666,5.75
Madagascar,Ivory,2024,5,23.811764705882354,3.6290849673202614,101935.29411764706,0.014705882352941176,49.64705882352941,19.0,6.764705882352941,0.8176470588235294,2.0294117647058822
Madagascar,Ivory,2024,6,23.641379310344828,2.8706896551724137,101951.72413793103,0.007586206896551724,47.62068965517241,20.24137931034483,7.103448275862069,0.9620689655172413,1.8379310344827586
Madagascar,Ivory,2024,7,26.385714285714283,2.8720238095238098,101685.71428571429,0.0,28.571428571428573,8.392857142857142,7.892857142857143,2.289285714285714,3.4857142857142853
Madagascar,Ivory,2024,8,27.741935483870968,3.0483870967741935,101816.12903225806,0.052258064516129035,25.967741935483872,8.870967741935484,7.967741935483871,2.1225806451612903,3.4709677419354836
Madagascar,Ivory,2024,9,29.636666666666667,3.2564814814814813,101640.0,0.012000000000000002,34.333333333333336,20.633333333333333,8.366666666666667,8.023299999999999,12.143166666666668
Madagascar,Ivory,2024,10,30.148387096774194,3.4874551971326166,101567.74193548386,0.032903225806451615,30.451612903225808,21.903225806451612,9.703225806451613,8.35483870967742,13.296129032258065
Madagascar,Ivory,2024,11,34.413333333333334,2.742592592592593,101136.66666666667,0.011333333333333332,29.933333333333334,17.8,11.263333333333332,10.520333333333333,13.739333333333333
Madagascar,Ivory,2024,12,37.329032258064515,2.4632616487455197,100993.54838709677,0.017741935483870968,24.096774193548388,28.548387096774192,12.158064516129034,10.163064516129033,11.899677419354838
Madagascar,Ivory,2025,1,34.41935483870968,2.7885304659498207,100803.2258064516,0.21129032258064515,38.096774193548384,42.483870967741936,10.583870967741936,5.764838709677419,6.7256451612903225
Madagascar,Ivory,2025,2,31.066666666666666,2.8786008230452675,100822.22222222222,0.11962962962962963,51.55555555555556,64.81481481481481,10.407407407407407,3.9535185185185187,4.5975925925925925
Madagascar,Ivory,2025,3,29.432258064516127,3.167562724014337,101158.06451612903,0.11967741935483871,53.354838709677416,46.61290322580645,10.896774193548387,4.541451612903225,5.848387096774194
Madagascar,Ivory,2025,4,29.32,2.1972222222222224,101440.0,0.030000000000000002,49.4,34.4,8.12,4.921,5.889166666666667
Madagascar,Ivory,2025,5,25.693548387096776,2.9292114695340503,101929.03225806452,0.01064516129032258,48.74193548387097,18.741935483870968,5.661290322580645,6.8987096774193555,8.951612903225806
Madagascar,Ivory,2025,6,24.616666666666667,2.5166666666666666,102140.0,0.007000000000000001,43.166666666666664,15.166666666666666,4.833333333333333,8.152333333333333,9.743333333333334
Madagascar,Ivory,2025,7,22.906451612903226,3.0474910394265233,102435.48387096774,0.0016129032258064516,43.935483870967744,13.774193548387096,5.074193548387097,7.358225806451612,8.903870967741934
Madagascar,Ivory,2025,8,22.78,3.3916666666666666,102205.0,0.004,42.6,19.25,5.595000000000001,6.16975,7.686749999999999
Malawi,Lilongwe,2024,5,22.99411764705882,4.669934640522875,102111.76470588235,0.015294117647058824,47.64705882352941,47.1764705882353,6.705882352941177,1.6823529411764706,3.6470588235294117
Malawi,Lilongwe,2024,6,23.626666666666665,4.150925925925926,102016.66666666667,0.0,38.2,39.86666666666667,7.3,3.4133333333333336,5.430000000000001
Malawi,Lilongwe,2024,7,26.482758620689655,3.045019157088123,101755.1724137931,0.0,22.03448275862069,7.655172413793103,8.0,8.417241379310344,11.013793103448275
Malawi,Lilongwe,2024,8,26.480645161290322,4.383512544802867,101858.06451612903,0.0,27.387096774193548,25.967741935483872,8.0,7.306451612903226,9.72258064516129
Malawi,Lilongwe,2024,9,27.313333333333333,4.752777777777778,101906.66666666667,0.001,30.533333333333335,24.666666666666668,8.4,15.011500000000002,22.550666666666665
Malawi,Lilongwe,2024,10,28.425806451612903,3.8629032258064515,101587.09677419355,0.0035483870967741938,33.774193548387096,25.483870967741936,10.27741935483871,11.362580645161291,17.085645161290323
Malawi,Lilongwe,2024,11,28.966666666666665,4.1194444444444445,101553.33333333333,0.016,43.266666666666666,49.86666666666667,10.526666666666667,10.662166666666668,13.011666666666667
Malawi,Lilongwe,2024,12,30.809677419354838,3.657706093189964,101329.03225806452,0.07935483870967742,36.38709677419355,41.12903225806452,11.893548387096773,8.247419354838708,8.891935483870967
