country,location_name,year,month,temperature_celsius,humidity,air_quality_PM2.5,air_quality_PM10
Argentina,Buenos Aires,2026,1,0.6425316455696203,0.7551020408163265,0.003818004723866929,0.23525848483618753
Argentina,Buenos Aires,2026,2,0.6516877637130801,0.7908163265306122,0.004088565482725831,0.2353092112382653
Armenia,Yerevan,2024,5,0.666120625465376,0.3247298919567827,0.0016927602897767687,0.2354402544436328
Armenia,Yerevan,2024,6,0.7735021097046413,0.19081632653061223,0.002223555060973242,0.2353658557205854
Armenia,Yerevan,2024,7,0.780488869489306,0.2772695285010556,0.0030558908305926146,0.23576254201545438
Armenia,Yerevan,2024,8,0.8092690894242548,0.20605661619486504,0.004149193478431717,0.23598065425931594
Armenia,Yerevan,2024,9,0.7272995780590717,0.27517006802721083,0.012873012411097038,0.23957707707707704
Armenia,Yerevan,2024,10,0.6095549203756636,0.3561553653719552,0.007856928536702149,0.23666811973263585
Armenia,Yerevan,2024,11,0.5150210970464135,0.4850340136054421,0.011083490506415387,0.23732247872872872
Armenia,Yerevan,2024,12,0.4366680277664353,0.5483870967741934,0.013725085591406377,0.23802961227356384
Armenia,Yerevan,2025,1,0.41968150265414456,0.5273206056616194,0.01664992001501762,0.23848142497336045
Armenia,Yerevan,2025,2,0.42201627486437615,0.4712099125364431,0.012599021697143551,0.23766623766623765
Armenia,Yerevan,2025,3,0.5609228256431196,0.31007241606319946,0.012745210594874164,0.23889842463431168
Armenia,Yerevan,2025,4,0.5931645569620253,0.41632653061224484,0.010747251639680813,0.2390828328328328
Armenia,Yerevan,2025,5,0.675786035116374,0.3350888742593811,0.01107757428002123,0.23946073089218248
Armenia,Yerevan,2025,6,0.7244303797468354,0.22312925170068026,0.005818295525048969,0.2362385823323323
Armenia,Yerevan,2025,7,0.7712535728868926,0.2560895325872284,0.011820800220787173,0.23941532258064513
Armenia,Yerevan,2025,8,0.7698652511229074,0.26629361421988146,0.009849957303233705,0.23788581928702893
Armenia,Yerevan,2025,9,0.6757383966244725,0.3421768707482993,0.006524438452177663,0.2364690070137705
Armenia,Yerevan,2025,10,0.5916292364230299,0.5177748518762343,0.004677856276152819,0.235939132244712
Armenia,Yerevan,2025,11,0.48506329113924046,0.5860544217687075,0.00928291898295591,0.23713197995292587
Armenia,Yerevan,2025,12,0.3987750102082483,0.8202764976958525,0.007805861109549885,0.23638994268898364
Armenia,Yerevan,2026,1,0.3267510548523207,0.81156462585034,0.006969727762177506,0.23639137448259065
Armenia,Yerevan,2026,2,0.389873417721519,0.8265306122448979,0.005647904207446989,0.23611026567107643
Australia,Canberra,2024,5,0.42616033755274263,0.9183673469387755,0.005711930035879248,0.23580210277845412
Australia,Canberra,2024,6,0.4244589628419763,0.9157340355497037,0.0011291198022253485,0.23482294685705757
Australia,Canberra,2024,7,0.43295504146660846,0.8961998592540464,0.0006522515540756449,0.2346662395153774
Australia,Canberra,2024,8,0.4751735402204981,0.858130348913759,0.0013629706428051932,0.2349284905000903
Australia,Canberra,2024,9,0.5114767932489451,0.6329931972789116,0.003839690891561726,0.2356842484376268
Australia,Canberra,2024,10,0.5193956717027358,0.7027649769585254,0.004769397887251595,0.23594461396880748
Australia,Canberra,2024,11,0.5971308016877637,0.6438775510204081,0.005577579063636717,0.2358725913413413
Australia,Canberra,2024,12,0.5933442221314822,0.6705069124423962,0.004732421472288115,0.23551172139881812
Australia,Canberra,2025,1,0.6173540220498163,0.7317314022383146,0.0066810785408634955,0.2359726157609222
Australia,Canberra,2025,2,0.6395569620253164,0.667274052478134,0.005782815774500677,0.23577008928571425
Australia,Canberra,2025,3,0.6286239281339323,0.684002633311389,0.005808435147725375,0.23576676474861957
Australia,Canberra,2025,4,0.5811814345991562,0.624829931972789,0.007828086933030635,0.23620026276276274
Australia,Canberra,2025,5,0.5168231931400571,0.7323897300855825,0.006877053540169938,0.23593855952726916
Australia,Canberra,2025,6,0.4490717299578059,0.7908163265306122,0.008668684099867074,0.23626673548548546
Australia,Canberra,2025,7,0.47786851776235195,0.7702435813034891,0.006425941277615485,0.23580157778746486
Australia,Canberra,2025,8,0.5061249489587587,0.6639236339697169,0.005031930433492301,0.2355215598663179
Australia,Canberra,2025,9,0.5573839662447256,0.5336734693877551,0.005265711318692485,0.23558841780970155
Australia,Canberra,2025,10,0.6107799101674153,0.4644502962475312,0.0033147257353369724,0.23539218708682524
Australia,Canberra,2025,11,0.6487341772151899,0.3656462585034013,0.0026593437641734595,0.23506107458810158
Australia,Canberra,2025,12,0.7064924458962842,0.31171823568136925,0.003396673465796576,0.23521055384067588
Australia,Canberra,2026,1,0.7375949367088608,0.35272108843537414,0.00513156688138038,0.23555777060844627
Australia,Canberra,2026,2,0.7489451476793249,0.19047619047619047,0.005813132151788303,0.23571079525471417
Australia,Melbourne,2024,6,0.5240506329113924,0.5306122448979591,0.0016307998106487756,0.23521198563428292
Austria,Vienna,2024,5,0.6385703648548028,0.5996398559423769,0.0012553922018144652,0.23471292735501795
Austria,Vienna,2024,6,0.6928691983122363,0.524829931972789,0.001996366637503934,0.23491777250223192
Austria,Vienna,2024,7,0.737748643761302,0.3986880466472303,0.0024053057997486882,0.2349877930536714
Austria,Vienna,2024,8,0.7498162515312372,0.42165898617511516,0.0032537646187755604,0.23516984999384735
Austria,Vienna,2024,9,0.6315611814345992,0.5928571428571429,0.006994408686363489,0.23649468725482237
Austria,Vienna,2024,10,0.549162923642303,0.7294272547728767,0.014889842662755988,0.23817794609125253
Austria,Vienna,2024,11,0.45151898734177215,0.7207482993197278,0.020165760804461814,0.23924940565565564
Austria,Vienna,2024,12,0.43262556145365455,0.7287689269256089,0.01887220255432275,0.23885982756950497
Austria,Vienna,2025,1,0.4196406696610862,0.7623436471362738,0.02008872660662123,0.23913000702315215
Austria,Vienna,2025,2,0.410623869801085,0.6381195335276967,0.021196038176152576,0.23932442487129985
Austria,Vienna,2025,3,0.4927317272356064,0.6329822251481236,0.01825839406592899,0.2388575571539281
Austria,Vienna,2025,4,0.5519831223628693,0.6091836734693877,0.011339490552679212,0.23734437562562558
Austria,Vienna,2025,5,0.5659044507962433,0.6204739960500328,0.008744362495825662,0.23660454809648354
Austria,Vienna,2025,6,0.6681012658227848,0.5428571428571428,0.007304624151864308,0.23636370745745744
Austria,Vienna,2025,7,0.6623928133932218,0.5984200131665569,0.006588637503454796,0.23617922357841709
Austria,Vienna,2025,8,0.6490404246631278,0.5915075707702435,0.008622340326446178,0.2369337583551293
Austria,Vienna,2025,9,0.589493670886076,0.7493197278911564,0.008195512574259633,0.23659584415496576
Austria,Vienna,2025,10,0.506165781951817,0.7639894667544437,0.006456721644666165,0.23599476765344243
Austria,Vienna,2025,11,0.4278481012658228,0.8663265306122448,0.0123355052546617,0.23734587628168707
Austria,Vienna,2025,12,0.3967333605553287,0.933838051349572,0.015434994942825667,0.23806309578977405
Austria,Vienna,2026,1,0.35151898734177217,0.8289115646258503,0.013843210246776197,0.2376531937342748
Austria,Vienna,2026,2,0.3808016877637131,0.9166666666666666,0.013640806014958087,0.2374629697264832
Azerbaijan,Baku,2024,5,0.641548771407297,0.5072028811524609,0.012911251746009855,0.2487753303780728
Azerbaijan,Baku,2024,6,0.7413502109704642,0.4605442176870748,0.003171550391631535,0.23591919622325025
Azerbaijan,Baku,2024,7,0.7632911392405064,0.4496833216045038,0.0034746582067680157,0.23632534270057567
Azerbaijan,Baku,2024,8,0.7648019599836668,0.43285055957867014,0.005494335493049113,0.23821466137017572
Azerbaijan,Baku,2024,9,0.7171540811872544,0.44686840253342713,0.023088995673620227,0.2581027993277527
Azerbaijan,Baku,2024,10,0.6182931808901593,0.6609611586570111,0.012160983238451184,0.24126344086021503
Azerbaijan,Baku,2024,11,0.5453164556962025,0.7068027210884352,0.008091728771720246,0.2371300988488488
Azerbaijan,Baku,2024,12,0.4973050224581462,0.7159315339038841,0.008977313910095585,0.2366015208757144
Azerbaijan,Baku,2025,1,0.4949367088607595,0.7146148782093482,0.01200568229560457,0.23713658214666278
Azerbaijan,Baku,2025,2,0.44204339963833633,0.7357871720116618,0.010286014882553027,0.23744671010296006
Azerbaijan,Baku,2025,3,0.5425479787668437,0.595786701777485,0.015400117189252006,0.23881139203719845
Azerbaijan,Baku,2025,4,0.5924472573839663,0.596938775510204,0.013570893941008666,0.24080252127127125
Azerbaijan,Baku,2025,5,0.6689669252756227,0.5154707044107965,0.015063631813084342,0.24194305192289062
Azerbaijan,Baku,2025,6,0.7132067510548523,0.49761904761904757,0.015783192848273658,0.2386581894394394
Azerbaijan,Baku,2025,7,0.7744793793385055,0.4506254114549045,0.019031201138665712,0.24452754165455773
Azerbaijan,Baku,2025,8,0.7784401796651694,0.4354838709677419,0.0157772766218795,0.24169860384578123
Azerbaijan,Baku,2025,9,0.6857805907172997,0.5714285714285713,0.010647805070680383,0.24043777730433133
Azerbaijan,Baku,2025,10,0.6362596978358513,0.6415404871626069,0.009045070692109743,0.2395411158761202
Azerbaijan,Baku,2025,11,0.5838396624472574,0.7149659863945578,0.009218893154523651,0.23727401387874358
Azerbaijan,Baku,2025,12,0.5028583095140874,0.7409479921000657,0.004218149495525773,0.2354101867778851
Azerbaijan,Baku,2026,1,0.46008438818565406,0.7636054421768707,0.005081998498077986,0.23580928901874845
Azerbaijan,Baku,2026,2,0.4489451476793249,0.824829931972789,0.005358755304849688,0.23589045126207286
Bahamas,Nassau,2024,5,0.74132539091586,0.7310924369747899,0.0037082982284697176,0.23574908871510616
Bahamas,Nassau,2024,6,0.7385857704059362,0.7804363124560169,0.0017718133148711046,0.23517569001900313
Bahamas,Nassau,2024,7,0.7443037974683545,0.7671282798833818,0.0011904378339891112,0.2351118915730402
Bahamas,Nassau,2024,8,0.7369946917109024,0.7847267939433837,0.0011571019540896036,0.23499189850268748
Bahamas,Nassau,2024,9,0.7268354430379748,0.8486394557823129,0.005030468032936539,0.23631016996726456
Bahamas,Nassau,2024,10,0.7164978902953586,0.7707482993197278,0.009318236456058867,0.2380794857357357
Bahamas,Nassau,2024,11,0.6880401571366216,0.757213230119634,0.009164873587375855,0.23762474759241997
Bahamas,Nassau,2024,12,0.6638628011433239,0.7867017774851875,0.007697929952359187,0.23683310326455487
Bahamas,Nassau,2025,1,0.6327848101265823,0.7928571428571428,0.007923609338352958,0.23678131256256255
Bahamas,Nassau,2025,2,0.6417721518987342,0.8695335276967928,0.007534969609270138,0.23671104139854138
Bahamas,Nassau,2025,3,0.6314822376480196,0.8186306780776825,0.00789390495166563,0.23682099438147822
Bahamas,Nassau,2025,4,0.6686919831223629,0.7350340136054421,0.008855908014298827,0.2372153403403403
Bahamas,Nassau,2025,5,0.6970464135021097,0.8159863945578231,0.006425818022898941,0.23643252627627623
Bahamas,Nassau,2025,6,0.7190295358649789,0.7986394557823129,0.009046952824943472,0.2387277902902903
Bahamas,Nassau,2025,7,0.7194365046957941,0.8288347597103357,0.007705325235351883,0.23818400053279085
Bahamas,Nassau,2025,8,0.7305022458146183,0.8166556945358787,0.005205719583820656,0.2366151433691756
Bahamas,Nassau,2025,9,0.7149789029535865,0.8846938775510204,0.002873830289421529,0.23529680440575707
Bahamas,Nassau,2025,10,0.705634953042058,0.8344305464121132,0.002900989632772632,0.23525187131333597
Bahamas,Nassau,2025,11,0.6662447257383967,0.8054421768707483,0.0036796263204810775,0.23548464004545083
Bahamas,Nassau,2025,12,0.6614536545528787,0.8235681369321921,0.004234139296591062,0.23564418276166313
Bahamas,Nassau,2026,1,0.6432489451476793,0.8010204081632651,0.003939860332818648,0.23557256580905228
Bahamas,Nassau,2026,2,0.5687763713080168,0.6428571428571428,0.0035619014101378904,0.23543814084354622
